"icode","n","min","max","mean","sd","product","meanpsd","meanmsd","code","realm","biome","area"
48,5021883,39,1160,117.130362,91.910719,"mean_1deg_sd",209.041081,25.219643,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,48,1906,454.559454,247.98866,"mean_1deg_sd",702.548114,206.570794,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,105,1660,485.304113,247.401709,"mean_1deg_sd",732.705822,237.902404,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,70,2188,349.81349,205.857548,"mean_1deg_sd",555.671038,143.955942,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,31,2101,214.568027,185.627506,"mean_1deg_sd",400.195533,28.940521,"NA_98","Nearctic","Lake",875775.204944069
53,79364280,28,2300,268.622954,231.020948,"mean_1deg_sd",499.643902,37.602006,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,57,2229,402.323618,321.993901,"mean_1deg_sd",724.317519,80.329717,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,79,2226,654.629939,427.090279,"mean_1deg_sd",1081.720218,227.53966,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,140,2111,924.429427,316.48486,"mean_1deg_sd",1240.914287,607.944567,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,83,2097,631.618976,291.730056,"mean_1deg_sd",923.349032,339.88892,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,45,1364,241.796177,152.188535,"mean_1deg_sd",393.984712,89.607642,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,40,2065,194.811253,207.187355,"mean_1deg_sd",401.998608,-12.376102,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,52,1982,269.998613,210.875667,"mean_1deg_sd",480.87428,59.122946,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,67,2421,887.559123,472.813313,"mean_1deg_sd",1360.372436,414.74581,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,74,2414,750.99965,582.361829,"mean_1deg_sd",1333.361479,168.637821,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,49,2058,574.710219,422.610764,"mean_1deg_sd",997.320983,152.099455,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,126,2165,958.941346,342.472707,"mean_1deg_sd",1301.414053,616.468639,"NT_14","Neotropics","Mangroves",125626.572163706
66,31283,420,1461,834.915769,193.190413,"mean_1deg_sd",1028.106182,641.725356,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35361,45,2391,984.586324,543.230852,"mean_1deg_sd",1527.817176,441.355472,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,64,2425,1438.512401,567.297025,"mean_1deg_sd",2005.809426,871.215376,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
1,4109912,0,9959,6091.45152,1869.375232,"MCD09_mean_01",7960.826752,4222.076288,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,2452,9765,7671.51159,871.623974,"MCD09_mean_01",8543.135564,6799.887616,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,30,9820,4423.538189,2772.175969,"MCD09_mean_01",7195.714158,1651.36222,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,907,9138,2011.286326,904.662346,"MCD09_mean_01",2915.948672,1106.62398,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,904,9809,4821.959312,2383.972986,"MCD09_mean_01",7205.932298,2437.986326,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,41,10000,5370.710725,2059.286581,"MCD09_mean_01",7429.997306,3311.424144,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,565,7431,2833.70208,1339.964078,"MCD09_mean_01",4173.666158,1493.738002,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,101,8864,3504.478361,1781.659292,"MCD09_mean_01",5286.137653,1722.819069,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,816,9428,5250.349594,1796.989796,"MCD09_mean_01",7047.33939,3453.359798,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,918,9236,5348.686717,1914.199996,"MCD09_mean_01",7262.886713,3434.486721,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,80,10000,3442.469176,1738.951027,"MCD09_mean_01",5181.420203,1703.518149,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,4800,10000,8610.706988,731.546336,"MCD09_mean_01",9342.253324,7879.160652,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,4568,10000,8772.979116,736.812699,"MCD09_mean_01",9509.791815,8036.166417,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,2318,9241,5153.278555,1224.515465,"MCD09_mean_01",6377.79402,3928.76309,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,3752,9578,6976.223457,1126.404114,"MCD09_mean_01",8102.627571,5849.819343,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,1971,8117,4022.59607,1029.492524,"MCD09_mean_01",5052.088594,2993.103546,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,3222,10000,6631.434223,1784.693585,"MCD09_mean_01",8416.127808,4846.740638,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
19,1113014,1360,7572,2714.928957,568.757514,"MCD09_mean_01",3283.686471,2146.171443,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,1223,7084,3517.023683,1039.314839,"MCD09_mean_01",4556.338522,2477.708844,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,6089,9622,7998.205468,614.778214,"MCD09_mean_01",8612.983682,7383.427254,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,402,10000,5614.132352,2821.572315,"MCD09_mean_01",8435.704667,2792.560037,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,369,9087,2641.138838,1624.588628,"MCD09_mean_01",4265.727466,1016.55021,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,1278,9994,3888.912741,1635.219036,"MCD09_mean_01",5524.131777,2253.693705,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,1146,9943,4625.386383,1456.59446,"MCD09_mean_01",6081.980843,3168.791923,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,1419,9948,4520.038939,1516.713468,"MCD09_mean_01",6036.752407,3003.325471,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,1547,7403,3617.814466,963.040302,"MCD09_mean_01",4580.854768,2654.774164,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,566,6158,1769.925394,811.913336,"MCD09_mean_01",2581.83873,958.012058,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
30,1396261,415,7630,2342.526096,1206.08252,"MCD09_mean_01",3548.608616,1136.443576,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,548,9702,4895.315956,3037.872076,"MCD09_mean_01",7933.188032,1857.44388,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,1272,9032,6376.450608,2155.749338,"MCD09_mean_01",8532.199946,4220.70127,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,1265,10000,6497.448907,1770.75295,"MCD09_mean_01",8268.201857,4726.695957,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,1248,10000,5542.837138,2090.272861,"MCD09_mean_01",7633.109999,3452.564277,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,499,10000,5753.343308,1812.887094,"MCD09_mean_01",7566.230402,3940.456214,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,1081,10000,5642.505434,1901.868488,"MCD09_mean_01",7544.373922,3740.636946,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526657,1058,7360,3099.295082,902.785272,"MCD09_mean_01",4002.080354,2196.50981,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,902,10000,4553.665408,1478.38116,"MCD09_mean_01",6032.046568,3075.284248,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,10943238,457,10000,6519.372733,1963.933111,"MCD09_mean_01",8483.305844,4555.439622,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,1330,10000,5461.698022,1363.553484,"MCD09_mean_01",6825.251506,4098.144538,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050470,237,10000,3299.839775,1812.290722,"MCD09_mean_01",5112.130497,1487.549053,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,2185,4550,2932.024661,265.835204,"MCD09_mean_01",3197.859865,2666.189457,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,2429,8076,3848.913428,625.710614,"MCD09_mean_01",4474.624042,3223.202814,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,4462,9837,6684.959644,1064.335866,"MCD09_mean_01",7749.29551,5620.623778,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,2275,9997,6270.405107,1225.408984,"MCD09_mean_01",7495.814091,5044.996123,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,2246,10000,5928.428327,1230.299314,"MCD09_mean_01",7158.727641,4698.129013,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,4945,7649,5793.70173,291.146452,"MCD09_mean_01",6084.848182,5502.555278,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,2162,8975,5422.828487,1045.338322,"MCD09_mean_01",6468.166809,4377.490165,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,10829933,1261,10000,6469.779863,1465.178488,"MCD09_mean_01",7934.958351,5004.601375,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,2690,8894,4258.25987,685.665674,"MCD09_mean_01",4943.925544,3572.594196,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,1782,9482,3974.010173,1233.988311,"MCD09_mean_01",5207.998484,2740.021862,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,2496,9920,7015.234726,1253.75897,"MCD09_mean_01",8268.993696,5761.475756,"NA_98","Nearctic","Lake",875775.204944069
53,74112861,0,10000,727.558171,1582.334249,"MCD09_mean_01",2309.89242,-854.776078,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,784,10000,7742.090381,1017.755321,"MCD09_mean_01",8759.845702,6724.33506,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,576,10000,5815.709262,2135.8938,"MCD09_mean_01",7951.603062,3679.815462,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,1163,9888,4852.290983,1610.737316,"MCD09_mean_01",6463.028299,3241.553667,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,216,10000,6233.825676,2576.81933,"MCD09_mean_01",8810.645006,3657.006346,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,1657,9724,6779.978032,1442.458871,"MCD09_mean_01",8222.436903,5337.519161,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,1087,10000,3889.201814,1234.256643,"MCD09_mean_01",5123.458457,2654.945171,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,1504,9573,6436.963073,1497.514109,"MCD09_mean_01",7934.477182,4939.448964,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,208,10000,5597.531344,2451.707214,"MCD09_mean_01",8049.238558,3145.82413,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,74,5875,947.662285,783.696106,"MCD09_mean_01",1731.358391,163.966179,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,286,9903,6096.784257,2062.070286,"MCD09_mean_01",8158.854543,4034.713971,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,491,9829,5401.490962,1911.866054,"MCD09_mean_01",7313.357016,3489.624908,"NT_14","Neotropics","Mangroves",125626.572163706
66,31283,5511,10000,9635.6968,620.119833,"MCD09_mean_01",10255.816633,9015.576967,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,2068,9798,7334.252418,1391.603625,"MCD09_mean_01",8725.856043,5942.648793,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,1847,9588,6506.140265,1727.404321,"MCD09_mean_01",8233.544586,4778.735944,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
1,4109912,0,10000,6821.13858,1688.278927,"MCD09_mean_02",8509.417507,5132.859653,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,1491,9661,6994.210772,1049.547242,"MCD09_mean_02",8043.758014,5944.66353,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,0,9638,4572.042081,2570.876866,"MCD09_mean_02",7142.918947,2001.165215,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,545,9120,1385.601229,842.274605,"MCD09_mean_02",2227.875834,543.326624,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,1230,9775,4881.157077,1824.413414,"MCD09_mean_02",6705.570491,3056.743663,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,0,9989,5156.240059,1863.473089,"MCD09_mean_02",7019.713148,3292.76697,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,674,7391,2839.599066,1298.7305,"MCD09_mean_02",4138.329566,1540.868566,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,149,8335,3427.21441,1776.518392,"MCD09_mean_02",5203.732802,1650.696018,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,1311,9576,5586.061776,2164.708184,"MCD09_mean_02",7750.76996,3421.353592,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,1380,9064,5666.739364,1450.055619,"MCD09_mean_02",7116.794983,4216.683745,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,206,10000,4162.439105,1939.054451,"MCD09_mean_02",6101.493556,2223.384654,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,4224,10000,8473.79586,759.364916,"MCD09_mean_02",9233.160776,7714.430944,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,4437,10000,8444.372066,847.532125,"MCD09_mean_02",9291.904191,7596.839941,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,2985,9238,5748.668743,1022.219189,"MCD09_mean_02",6770.887932,4726.449554,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,3263,9368,6541.514971,1042.636948,"MCD09_mean_02",7584.151919,5498.878023,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,2748,8010,4600.086494,735.410645,"MCD09_mean_02",5335.497139,3864.675849,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,3855,10000,6625.079576,1710.862496,"MCD09_mean_02",8335.942072,4914.21708,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
19,1113014,1422,8021,3541.33019,617.410041,"MCD09_mean_02",4158.740231,2923.920149,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,1363,7026,3912.850479,729.446693,"MCD09_mean_02",4642.297172,3183.403786,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,6237,9486,7947.094555,540.452435,"MCD09_mean_02",8487.54699,7406.64212,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,322,10000,5420.43845,2949.114192,"MCD09_mean_02",8369.552642,2471.324258,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,281,8646,2479.828121,1626.265944,"MCD09_mean_02",4106.094065,853.562177,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,1687,10000,4575.916492,1651.065195,"MCD09_mean_02",6226.981687,2924.851297,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,1706,9967,5740.139374,1591.903502,"MCD09_mean_02",7332.042876,4148.235872,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,1903,10000,5599.619577,1658.252491,"MCD09_mean_02",7257.872068,3941.367086,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,1698,7851,2464.506081,397.593403,"MCD09_mean_02",2862.099484,2066.912678,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,411,5413,1179.096171,499.013619,"MCD09_mean_02",1678.10979,680.082552,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
30,1396261,210,6540,2254.855205,1234.699646,"MCD09_mean_02",3489.554851,1020.155559,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,238,9693,4348.295563,2938.099439,"MCD09_mean_02",7286.395002,1410.196124,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,1387,9427,6101.857297,2370.956022,"MCD09_mean_02",8472.813319,3730.901275,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,1736,10000,6483.126634,1524.393902,"MCD09_mean_02",8007.520536,4958.732732,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,1510,10000,5705.31548,1855.955828,"MCD09_mean_02",7561.271308,3849.359652,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,383,10000,4884.55235,1701.694879,"MCD09_mean_02",6586.247229,3182.857471,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,1377,10000,5197.255641,1622.075754,"MCD09_mean_02",6819.331395,3575.179887,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526657,691,7203,3229.023144,970.057205,"MCD09_mean_02",4199.080349,2258.965939,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,1320,10000,5482.083913,1468.558195,"MCD09_mean_02",6950.642108,4013.525718,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,13143262,237,10000,5987.450665,1906.088356,"MCD09_mean_02",7893.539021,4081.362309,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,1720,10000,5509.533932,1290.524182,"MCD09_mean_02",6800.058114,4219.00975,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050470,82,10000,3180.796038,1623.463307,"MCD09_mean_02",4804.259345,1557.332731,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,2247,3923,3007.300091,219.479151,"MCD09_mean_02",3226.779242,2787.82094,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,1997,8165,3318.733514,538.104161,"MCD09_mean_02",3856.837675,2780.629353,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,4024,9733,6673.086956,802.292711,"MCD09_mean_02",7475.379667,5870.794245,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,2670,10000,6369.67091,955.190356,"MCD09_mean_02",7324.861266,5414.480554,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,1796,10000,5281.449819,1306.715749,"MCD09_mean_02",6588.165568,3974.73407,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,4671,7115,6189.132577,423.701024,"MCD09_mean_02",6612.833601,5765.431553,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,2793,8677,5327.095723,653.748654,"MCD09_mean_02",5980.844377,4673.347069,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,732,10000,5780.581491,1603.042939,"MCD09_mean_02",7383.62443,4177.538552,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,2882,9364,4878.36322,586.588834,"MCD09_mean_02",5464.952054,4291.774386,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,1744,9999,4160.352879,1170.558608,"MCD09_mean_02",5330.911487,2989.794271,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,1857,9909,6660.877884,983.510421,"MCD09_mean_02",7644.388305,5677.367463,"NA_98","Nearctic","Lake",875775.204944069
53,79364280,0,10000,1504.189131,2105.263834,"MCD09_mean_02",3609.452965,-601.074703,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,1032,10000,7883.142754,1129.82577,"MCD09_mean_02",9012.968524,6753.316984,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,625,10000,5634.655263,2376.679346,"MCD09_mean_02",8011.334609,3257.975917,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,935,9979,4173.486708,1661.057342,"MCD09_mean_02",5834.54405,2512.429366,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,326,10000,5941.325109,2307.133641,"MCD09_mean_02",8248.45875,3634.191468,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,1958,9718,6868.35982,1180.400142,"MCD09_mean_02",8048.759962,5687.959678,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,1336,10000,4248.454444,1157.830074,"MCD09_mean_02",5406.284518,3090.62437,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,1352,9566,6338.974307,1081.538564,"MCD09_mean_02",7420.512871,5257.435743,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,347,10000,5406.074013,2530.658923,"MCD09_mean_02",7936.732936,2875.41509,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,34,4759,1086.482124,769.18645,"MCD09_mean_02",1855.668574,317.295674,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,356,9979,6409.723071,2204.19247,"MCD09_mean_02",8613.915541,4205.530601,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,534,9662,5207.97024,2105.316571,"MCD09_mean_02",7313.286811,3102.653669,"NT_14","Neotropics","Mangroves",125626.572163706
66,31283,5251,10000,9388.12713,788.705289,"MCD09_mean_02",10176.832419,8599.421841,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,2285,9859,7370.742377,1286.180138,"MCD09_mean_02",8656.922515,6084.562239,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,2432,9659,6836.858514,1496.288143,"MCD09_mean_02",8333.146657,5340.570371,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
1,4109912,138,10000,7186.287147,1512.879237,"MCD09_mean_03",8699.166384,5673.40791,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,576,9530,5647.20158,1234.471949,"MCD09_mean_03",6881.673529,4412.729631,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,26,10000,5071.449595,2230.903373,"MCD09_mean_03",7302.352968,2840.546222,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,805,9229,1672.552907,852.511542,"MCD09_mean_03",2525.064449,820.041365,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,1962,9550,5078.716608,1317.673517,"MCD09_mean_03",6396.390125,3761.043091,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,343,10000,5373.78749,1468.085942,"MCD09_mean_03",6841.873432,3905.701548,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,930,6729,3027.101822,1010.779454,"MCD09_mean_03",4037.881276,2016.322368,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,100,8179,3180.490565,1538.996367,"MCD09_mean_03",4719.486932,1641.494198,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,1124,9712,5910.983773,2254.487754,"MCD09_mean_03",8165.471527,3656.496019,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,2403,9366,5745.18721,1049.306031,"MCD09_mean_03",6794.493241,4695.881179,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,547,10000,5311.372435,1868.417077,"MCD09_mean_03",7179.789512,3442.955358,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,4330,10000,8374.230388,800.585072,"MCD09_mean_03",9174.81546,7573.645316,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,4895,9989,7878.447098,881.717319,"MCD09_mean_03",8760.164417,6996.729779,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,2583,9155,5576.264992,1098.41275,"MCD09_mean_03",6674.677742,4477.852242,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,2526,9411,5860.013208,1162.754687,"MCD09_mean_03",7022.767895,4697.258521,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,2151,7652,3841.782893,854.589855,"MCD09_mean_03",4696.372748,2987.193038,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,3720,10000,6541.947523,1716.509573,"MCD09_mean_03",8258.457096,4825.43795,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
19,1113014,1650,8299,3424.704351,759.874041,"MCD09_mean_03",4184.578392,2664.83031,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,1338,7397,3487.532867,780.451039,"MCD09_mean_03",4267.983906,2707.081828,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,5991,9411,7831.667643,578.94536,"MCD09_mean_03",8410.613003,7252.722283,"AA_14","Australasia","Mangroves",26884.7535125501
